id,date,region,category,value
1639,2020-03-16,Northwest Territories,Transit stations,-17.08
1640,2020-03-23,Northwest Territories,Transit stations,-51.22
1641,2020-03-25,Northwest Territories,Transit stations,-52.63
1642,2020-03-27,Northwest Territories,Transit stations,-47.49
1643,2020-03-29,Northwest Territories,Transit stations,-58.82
1644,2020-03-26,Northwest Territories,Transit stations,-55.0
1645,2020-03-28,Northwest Territories,Transit stations,-48.65
1646,2020-02-17,Northwest Territories,Workplace,1.59
1647,2020-02-19,Northwest Territories,Workplace,1.54
1648,2020-02-21,Northwest Territories,Workplace,-2.35
1649,2020-02-24,Northwest Territories,Workplace,0.0
1650,2020-02-26,Northwest Territories,Workplace,0.77
1651,2020-02-28,Northwest Territories,Workplace,-0.79
1652,2020-03-02,Northwest Territories,Workplace,2.37
1653,2020-03-04,Northwest Territories,Workplace,1.54
1654,2020-03-06,Northwest Territories,Workplace,0.0
1655,2020-03-09,Northwest Territories,Workplace,-0.79
1656,2020-03-11,Northwest Territories,Workplace,0.77
1657,2020-03-13,Northwest Territories,Workplace,-7.03
1658,2020-03-16,Northwest Territories,Workplace,-11.12
1659,2020-03-18,Northwest Territories,Workplace,-18.61
1660,2020-03-20,Northwest Territories,Workplace,-36.71
1661,2020-03-22,Northwest Territories,Workplace,-25.0
1662,2020-03-24,Northwest Territories,Workplace,-48.43
1663,2020-03-26,Northwest Territories,Workplace,-48.49
1664,2020-03-28,Northwest Territories,Workplace,-34.55
1665,2020-02-16,Nova Scotia,Retail & recreation,56.76
1666,2020-02-18,Nova Scotia,Retail & recreation,6.19
1667,2020-02-20,Nova Scotia,Retail & recreation,8.92
1668,2020-02-22,Nova Scotia,Retail & recreation,-0.24
1669,2020-02-24,Nova Scotia,Retail & recreation,1.01
1670,2020-02-26,Nova Scotia,Retail & recreation,6.77
1671,2020-02-28,Nova Scotia,Retail & recreation,1.14
1672,2020-03-01,Nova Scotia,Retail & recreation,38.4
1673,2020-03-03,Nova Scotia,Retail & recreation,2.99
1674,2020-03-05,Nova Scotia,Retail & recreation,8.49
1675,2020-03-07,Nova Scotia,Retail & recreation,-12.95
1676,2020-03-09,Nova Scotia,Retail & recreation,2.04
1677,2020-03-11,Nova Scotia,Retail & recreation,2.39
1678,2020-03-13,Nova Scotia,Retail & recreation,0.74
1679,2020-03-15,Nova Scotia,Retail & recreation,38.29
1680,2020-03-17,Nova Scotia,Retail & recreation,-21.53
1681,2020-03-19,Nova Scotia,Retail & recreation,-29.71
1682,2020-03-21,Nova Scotia,Retail & recreation,-48.63
1683,2020-03-23,Nova Scotia,Retail & recreation,-50.39
1684,2020-03-25,Nova Scotia,Retail & recreation,-50.83
1685,2020-03-27,Nova Scotia,Retail & recreation,-54.65
1686,2020-03-29,Nova Scotia,Retail & recreation,-33.12
1687,2020-02-17,Nova Scotia,Grocery & pharmacy,-50.0
1688,2020-02-19,Nova Scotia,Grocery & pharmacy,-4.67
1689,2020-02-21,Nova Scotia,Grocery & pharmacy,-2.36
1690,2020-02-23,Nova Scotia,Grocery & pharmacy,38.92
1691,2020-02-25,Nova Scotia,Grocery & pharmacy,1.71
1692,2020-02-27,Nova Scotia,Grocery & pharmacy,-7.26
1693,2020-02-29,Nova Scotia,Grocery & pharmacy,-0.54
1694,2020-03-02,Nova Scotia,Grocery & pharmacy,4.06
1695,2020-03-04,Nova Scotia,Grocery & pharmacy,-2.56
1696,2020-03-06,Nova Scotia,Grocery & pharmacy,8.52
1697,2020-03-08,Nova Scotia,Grocery & pharmacy,40.65
1698,2020-03-10,Nova Scotia,Grocery & pharmacy,1.2
1699,2020-03-12,Nova Scotia,Grocery & pharmacy,20.1
1700,2020-03-14,Nova Scotia,Grocery & pharmacy,17.32
1701,2020-03-16,Nova Scotia,Grocery & pharmacy,34.18
1702,2020-03-18,Nova Scotia,Grocery & pharmacy,-0.06
1703,2020-03-20,Nova Scotia,Grocery & pharmacy,-8.37
1704,2020-03-22,Nova Scotia,Grocery & pharmacy,3.94
1705,2020-03-24,Nova Scotia,Grocery & pharmacy,-39.49
1706,2020-03-26,Nova Scotia,Grocery & pharmacy,-30.41
1707,2020-03-28,Nova Scotia,Grocery & pharmacy,-28.75
1708,2020-02-16,Nova Scotia,Parks,84.49
1709,2020-02-18,Nova Scotia,Parks,-2.26
1710,2020-02-20,Nova Scotia,Parks,4.24
1711,2020-02-22,Nova Scotia,Parks,1.85
1712,2020-02-24,Nova Scotia,Parks,25.6
1713,2020-02-26,Nova Scotia,Parks,17.57
1714,2020-02-28,Nova Scotia,Parks,-17.68
1715,2020-03-01,Nova Scotia,Parks,70.54
1716,2020-03-03,Nova Scotia,Parks,5.08
1717,2020-03-05,Nova Scotia,Parks,15.15
1718,2020-03-07,Nova Scotia,Parks,-22.23
1719,2020-03-09,Nova Scotia,Parks,9.15
1720,2020-03-11,Nova Scotia,Parks,3.84
1721,2020-03-13,Nova Scotia,Parks,-13.8
1722,2020-03-15,Nova Scotia,Parks,182.16
1723,2020-03-17,Nova Scotia,Parks,20.9
1724,2020-03-19,Nova Scotia,Parks,86.05
1725,2020-03-21,Nova Scotia,Parks,87.77
1726,2020-03-23,Nova Scotia,Parks,-16.46
1727,2020-03-25,Nova Scotia,Parks,-6.6
1728,2020-03-27,Nova Scotia,Parks,-41.81
1729,2020-03-29,Nova Scotia,Parks,94.56
1730,2020-02-17,Nova Scotia,Transit stations,-33.88
1731,2020-02-19,Nova Scotia,Transit stations,-1.24
1732,2020-02-21,Nova Scotia,Transit stations,0.19
1733,2020-02-23,Nova Scotia,Transit stations,35.21
1734,2020-02-25,Nova Scotia,Transit stations,4.43
1735,2020-02-27,Nova Scotia,Transit stations,-8.1
1736,2020-02-29,Nova Scotia,Transit stations,12.63
1737,2020-03-02,Nova Scotia,Transit stations,4.05
1738,2020-03-04,Nova Scotia,Transit stations,1.85
1739,2020-03-06,Nova Scotia,Transit stations,6.14
1740,2020-03-08,Nova Scotia,Transit stations,32.38
1741,2020-03-10,Nova Scotia,Transit stations,-0.01
1742,2020-03-12,Nova Scotia,Transit stations,1.96
1743,2020-02-18,Northwest Territories,Workplace,2.34
1744,2020-02-20,Northwest Territories,Workplace,-2.27
1745,2020-02-22,Northwest Territories,Workplace,5.45
1746,2020-02-25,Northwest Territories,Workplace,1.55
1747,2020-02-27,Northwest Territories,Workplace,-1.52
1748,2020-02-29,Northwest Territories,Workplace,7.27
1749,2020-03-03,Northwest Territories,Workplace,1.55
1750,2020-03-05,Northwest Territories,Workplace,-0.76
1751,2020-03-07,Northwest Territories,Workplace,3.63
1752,2020-03-10,Northwest Territories,Workplace,3.12
1753,2020-03-12,Northwest Territories,Workplace,-3.04
1754,2020-03-14,Northwest Territories,Workplace,-1.82
1755,2020-03-17,Northwest Territories,Workplace,-14.85
1756,2020-03-19,Northwest Territories,Workplace,-34.09
1757,2020-03-21,Northwest Territories,Workplace,-27.28
1758,2020-03-23,Northwest Territories,Workplace,-45.24
1759,2020-03-25,Northwest Territories,Workplace,-48.06
1760,2020-03-27,Northwest Territories,Workplace,-49.22
1761,2020-03-29,Northwest Territories,Workplace,-31.81
1762,2020-02-17,Nova Scotia,Retail & recreation,-34.64
1763,2020-02-19,Nova Scotia,Retail & recreation,-0.74
1764,2020-02-21,Nova Scotia,Retail & recreation,0.38
1765,2020-02-23,Nova Scotia,Retail & recreation,53.38
1766,2020-02-25,Nova Scotia,Retail & recreation,-0.52
1767,2020-02-27,Nova Scotia,Retail & recreation,-5.87
1768,2020-02-29,Nova Scotia,Retail & recreation,1.67
1769,2020-03-02,Nova Scotia,Retail & recreation,4.99
1770,2020-03-04,Nova Scotia,Retail & recreation,1.51
1771,2020-03-06,Nova Scotia,Retail & recreation,7.0
1772,2020-03-08,Nova Scotia,Retail & recreation,54.22
1773,2020-03-10,Nova Scotia,Retail & recreation,-1.33
1774,2020-03-12,Nova Scotia,Retail & recreation,12.9
1775,2020-03-14,Nova Scotia,Retail & recreation,-6.14
1776,2020-03-16,Nova Scotia,Retail & recreation,-4.82
1777,2020-03-18,Nova Scotia,Retail & recreation,-29.76
1778,2020-03-20,Nova Scotia,Retail & recreation,-43.36
1779,2020-03-22,Nova Scotia,Retail & recreation,-33.82
1780,2020-03-24,Nova Scotia,Retail & recreation,-64.91
1781,2020-03-26,Nova Scotia,Retail & recreation,-58.04
1782,2020-03-28,Nova Scotia,Retail & recreation,-55.67
1783,2020-02-16,Nova Scotia,Grocery & pharmacy,51.46
1784,2020-02-18,Nova Scotia,Grocery & pharmacy,16.51
1785,2020-02-20,Nova Scotia,Grocery & pharmacy,2.55
1786,2020-02-22,Nova Scotia,Grocery & pharmacy,-2.78
1787,2020-02-24,Nova Scotia,Grocery & pharmacy,1.96
1788,2020-02-26,Nova Scotia,Grocery & pharmacy,4.16
1789,2020-02-28,Nova Scotia,Grocery & pharmacy,1.98
1790,2020-03-01,Nova Scotia,Grocery & pharmacy,32.23
1791,2020-03-03,Nova Scotia,Grocery & pharmacy,5.0
1792,2020-03-05,Nova Scotia,Grocery & pharmacy,4.63
1793,2020-03-07,Nova Scotia,Grocery & pharmacy,-13.28
1794,2020-03-09,Nova Scotia,Grocery & pharmacy,3.27
1795,2020-03-11,Nova Scotia,Grocery & pharmacy,1.36
1796,2020-03-13,Nova Scotia,Grocery & pharmacy,27.31
1797,2020-03-15,Nova Scotia,Grocery & pharmacy,63.55
1798,2020-03-17,Nova Scotia,Grocery & pharmacy,14.99
1799,2020-03-19,Nova Scotia,Grocery & pharmacy,4.32
1800,2020-03-21,Nova Scotia,Grocery & pharmacy,-21.38
1801,2020-03-23,Nova Scotia,Grocery & pharmacy,-20.74
1802,2020-03-25,Nova Scotia,Grocery & pharmacy,-20.94
1803,2020-03-27,Nova Scotia,Grocery & pharmacy,-23.66
1804,2020-03-29,Nova Scotia,Grocery & pharmacy,-7.24
1805,2020-02-17,Nova Scotia,Parks,104.87
1806,2020-02-19,Nova Scotia,Parks,-3.85
1807,2020-02-21,Nova Scotia,Parks,-15.52
1808,2020-02-23,Nova Scotia,Parks,201.54
1809,2020-02-25,Nova Scotia,Parks,6.21
1810,2020-02-27,Nova Scotia,Parks,-17.58
1811,2020-02-29,Nova Scotia,Parks,2.22
1812,2020-03-02,Nova Scotia,Parks,15.85
1813,2020-03-04,Nova Scotia,Parks,-8.24
1814,2020-03-06,Nova Scotia,Parks,15.51
1815,2020-03-08,Nova Scotia,Parks,141.07
1816,2020-03-10,Nova Scotia,Parks,-9.04
1817,2020-03-12,Nova Scotia,Parks,40.6
1818,2020-03-14,Nova Scotia,Parks,21.11
1819,2020-03-16,Nova Scotia,Parks,20.12
1820,2020-03-18,Nova Scotia,Parks,70.88
1821,2020-03-20,Nova Scotia,Parks,-22.41
1822,2020-03-22,Nova Scotia,Parks,82.94
1823,2020-03-24,Nova Scotia,Parks,-53.67
1824,2020-03-26,Nova Scotia,Parks,-47.28
1825,2020-03-28,Nova Scotia,Parks,-3.7
1826,2020-02-16,Nova Scotia,Transit stations,27.12
1827,2020-02-18,Nova Scotia,Transit stations,-0.41
1828,2020-02-20,Nova Scotia,Transit stations,-3.17
1829,2020-02-22,Nova Scotia,Transit stations,4.1
1830,2020-02-24,Nova Scotia,Transit stations,3.03
1831,2020-02-26,Nova Scotia,Transit stations,9.29
1832,2020-02-28,Nova Scotia,Transit stations,6.14
1833,2020-03-01,Nova Scotia,Transit stations,28.33
1834,2020-03-03,Nova Scotia,Transit stations,2.41
1835,2020-03-05,Nova Scotia,Transit stations,-0.01
1836,2020-03-07,Nova Scotia,Transit stations,-8.24
1837,2020-03-09,Nova Scotia,Transit stations,2.84
1838,2020-03-11,Nova Scotia,Transit stations,2.68
1839,2020-03-13,Nova Scotia,Transit stations,-7.36
1840,2020-03-15,Nova Scotia,Transit stations,12.54
1841,2020-03-17,Nova Scotia,Transit stations,-33.07
1842,2020-03-14,Nova Scotia,Transit stations,-2.06
1843,2020-03-16,Nova Scotia,Transit stations,-26.78
1844,2020-03-18,Nova Scotia,Transit stations,-36.17
1845,2020-03-20,Nova Scotia,Transit stations,-48.62
1846,2020-03-22,Nova Scotia,Transit stations,-38.47
1847,2020-03-24,Nova Scotia,Transit stations,-66.14
1848,2020-03-26,Nova Scotia,Transit stations,-68.64
1849,2020-03-28,Nova Scotia,Transit stations,-52.36
1850,2020-02-16,Nova Scotia,Workplace,13.84
1851,2020-02-18,Nova Scotia,Workplace,-2.24
1852,2020-02-20,Nova Scotia,Workplace,-0.11
1853,2020-02-22,Nova Scotia,Workplace,0.71
1854,2020-02-24,Nova Scotia,Workplace,2.04
1855,2020-02-26,Nova Scotia,Workplace,2.21
1856,2020-02-28,Nova Scotia,Workplace,4.78
1857,2020-03-01,Nova Scotia,Workplace,17.48
1858,2020-03-03,Nova Scotia,Workplace,2.84
1859,2020-03-05,Nova Scotia,Workplace,4.95
1860,2020-03-07,Nova Scotia,Workplace,-1.9
1861,2020-03-09,Nova Scotia,Workplace,2.14
1862,2020-03-11,Nova Scotia,Workplace,0.57
1863,2020-03-13,Nova Scotia,Workplace,0.93
1864,2020-03-15,Nova Scotia,Workplace,13.07
1865,2020-03-17,Nova Scotia,Workplace,-37.36
1866,2020-03-19,Nova Scotia,Workplace,-44.43
1867,2020-03-21,Nova Scotia,Workplace,-34.42
1868,2020-03-23,Nova Scotia,Workplace,-54.9
1869,2020-03-25,Nova Scotia,Workplace,-58.03
1870,2020-03-27,Nova Scotia,Workplace,-56.71
1871,2020-03-29,Nova Scotia,Workplace,-31.62
1872,2020-02-17,Nova Scotia,Residential,14.71
1873,2020-02-19,Nova Scotia,Residential,1.8
1874,2020-02-21,Nova Scotia,Residential,1.01
1875,2020-02-23,Nova Scotia,Residential,-6.61
1876,2020-02-25,Nova Scotia,Residential,0.44
1877,2020-02-27,Nova Scotia,Residential,2.26
1878,2020-02-29,Nova Scotia,Residential,0.09
1879,2020-03-02,Nova Scotia,Residential,0.67
1880,2020-03-04,Nova Scotia,Residential,1.34
1881,2020-03-06,Nova Scotia,Residential,-0.11
1882,2020-03-08,Nova Scotia,Residential,-5.61
1883,2020-03-10,Nova Scotia,Residential,1.63
1884,2020-03-12,Nova Scotia,Residential,-0.84
1885,2020-03-14,Nova Scotia,Residential,2.44
1886,2020-03-16,Nova Scotia,Residential,8.54
1887,2020-03-18,Nova Scotia,Residential,13.81
1888,2020-03-20,Nova Scotia,Residential,18.94
1889,2020-03-22,Nova Scotia,Residential,3.7
1890,2020-03-24,Nova Scotia,Residential,23.49
1891,2020-03-26,Nova Scotia,Residential,22.29
1892,2020-03-28,Nova Scotia,Residential,13.83
1893,2020-02-19,Nunavut,Retail & recreation,-4.39
1894,2020-02-22,Nunavut,Retail & recreation,-1.7
1895,2020-02-28,Nunavut,Retail & recreation,4.76
1896,2020-03-04,Nunavut,Retail & recreation,1.46
1897,2020-03-07,Nunavut,Retail & recreation,-3.4
1898,2020-03-11,Nunavut,Retail & recreation,1.46
1899,2020-03-14,Nunavut,Retail & recreation,-6.36
1900,2020-03-19,Nunavut,Retail & recreation,-9.09
1901,2020-03-21,Nunavut,Retail & recreation,-35.6
1902,2020-03-24,Nunavut,Retail & recreation,-27.91
1903,2020-03-26,Nunavut,Retail & recreation,-18.19
1904,2020-03-28,Nunavut,Retail & recreation,-44.07
1905,2020-02-17,Nunavut,Workplace,-7.32
1906,2020-02-19,Nunavut,Workplace,-2.47
1907,2020-02-21,Nunavut,Workplace,-3.66
1908,2020-02-25,Nunavut,Workplace,3.75
1909,2020-02-27,Nunavut,Workplace,6.32
1910,2020-03-02,Nunavut,Workplace,4.88
1911,2020-03-04,Nunavut,Workplace,4.93
1912,2020-03-06,Nunavut,Workplace,9.76
1913,2020-03-10,Nunavut,Workplace,5.0
1914,2020-03-12,Nunavut,Workplace,8.86
1915,2020-03-16,Nunavut,Workplace,-6.1
1916,2020-03-18,Nunavut,Workplace,-18.52
1917,2020-03-20,Nunavut,Workplace,-23.17
1918,2020-03-23,Nunavut,Workplace,-39.02
1919,2020-03-25,Nunavut,Workplace,-38.27
1920,2020-03-27,Nunavut,Workplace,-40.24
1921,2020-03-29,Nunavut,Workplace,-31.58
1922,2020-02-17,Ontario,Retail & recreation,-25.73
1923,2020-02-19,Ontario,Retail & recreation,0.46
1924,2020-02-21,Ontario,Retail & recreation,0.88
1925,2020-02-23,Ontario,Retail & recreation,12.08
1926,2020-02-25,Ontario,Retail & recreation,1.12
1927,2020-02-27,Ontario,Retail & recreation,-12.59
1928,2020-02-29,Ontario,Retail & recreation,5.37
1929,2020-03-02,Ontario,Retail & recreation,2.04
1930,2020-03-04,Ontario,Retail & recreation,3.9
1931,2020-03-06,Ontario,Retail & recreation,-2.52
1932,2020-03-08,Ontario,Retail & recreation,12.92
1933,2020-03-10,Ontario,Retail & recreation,0.54
1934,2020-03-12,Ontario,Retail & recreation,5.8
1935,2020-03-14,Ontario,Retail & recreation,-10.07
1936,2020-03-16,Ontario,Retail & recreation,-12.43
1937,2020-03-18,Ontario,Retail & recreation,-35.77
1938,2020-03-20,Ontario,Retail & recreation,-44.68
1939,2020-03-22,Ontario,Retail & recreation,-50.63
1940,2020-03-24,Ontario,Retail & recreation,-48.16
1941,2020-03-26,Ontario,Retail & recreation,-54.76
1942,2020-03-28,Ontario,Retail & recreation,-60.25
1943,2020-02-16,Ontario,Grocery & pharmacy,12.98
1944,2020-03-27,Yukon,Workplace,-45.81
1945,2020-03-19,Nova Scotia,Transit stations,-42.41
1946,2020-03-21,Nova Scotia,Transit stations,-37.65
1947,2020-03-23,Nova Scotia,Transit stations,-57.81
1948,2020-03-25,Nova Scotia,Transit stations,-57.24
1949,2020-03-27,Nova Scotia,Transit stations,-65.28
1950,2020-03-29,Nova Scotia,Transit stations,-44.54
1951,2020-02-17,Nova Scotia,Workplace,-66.53
1952,2020-02-19,Nova Scotia,Workplace,-4.76
1953,2020-02-21,Nova Scotia,Workplace,2.44
1954,2020-02-23,Nova Scotia,Workplace,19.55
1955,2020-02-25,Nova Scotia,Workplace,1.51
1956,2020-02-27,Nova Scotia,Workplace,1.37
1957,2020-02-29,Nova Scotia,Workplace,3.59
1958,2020-03-02,Nova Scotia,Workplace,3.4
1959,2020-03-04,Nova Scotia,Workplace,1.18
1960,2020-03-06,Nova Scotia,Workplace,7.22
1961,2020-03-08,Nova Scotia,Workplace,18.9
1962,2020-03-10,Nova Scotia,Workplace,0.93
1963,2020-03-12,Nova Scotia,Workplace,3.25
1964,2020-03-14,Nova Scotia,Workplace,-1.18
1965,2020-03-16,Nova Scotia,Workplace,-28.73
1966,2020-03-18,Nova Scotia,Workplace,-42.3
1967,2020-03-20,Nova Scotia,Workplace,-47.14
1968,2020-03-22,Nova Scotia,Workplace,-24.88
1969,2020-03-24,Nova Scotia,Workplace,-61.07
1970,2020-03-26,Nova Scotia,Workplace,-59.13
1971,2020-03-28,Nova Scotia,Workplace,-42.41
1972,2020-02-16,Nova Scotia,Residential,-6.48
1973,2020-02-18,Nova Scotia,Residential,0.43
1974,2020-02-20,Nova Scotia,Residential,-0.58
1975,2020-02-22,Nova Scotia,Residential,0.43
1976,2020-02-24,Nova Scotia,Residential,0.7
1977,2020-02-26,Nova Scotia,Residential,-0.63
1978,2020-02-28,Nova Scotia,Residential,1.09
1979,2020-03-01,Nova Scotia,Residential,-4.41
1980,2020-03-03,Nova Scotia,Residential,0.62
1981,2020-03-05,Nova Scotia,Residential,-0.38
1982,2020-03-07,Nova Scotia,Residential,4.27
1983,2020-03-09,Nova Scotia,Residential,1.44
1984,2020-03-11,Nova Scotia,Residential,1.28
1985,2020-03-13,Nova Scotia,Residential,2.57
1986,2020-03-15,Nova Scotia,Residential,-3.82
1987,2020-03-17,Nova Scotia,Residential,11.87
1988,2020-03-19,Nova Scotia,Residential,13.78
1989,2020-03-21,Nova Scotia,Residential,11.2
1990,2020-03-23,Nova Scotia,Residential,19.19
1991,2020-03-25,Nova Scotia,Residential,20.37
1992,2020-03-27,Nova Scotia,Residential,23.65
1993,2020-03-29,Nova Scotia,Residential,4.55
1994,2020-02-21,Nunavut,Retail & recreation,-7.95
1995,2020-02-26,Nunavut,Retail & recreation,9.26
1996,2020-02-29,Nunavut,Retail & recreation,13.55
1997,2020-03-06,Nunavut,Retail & recreation,-1.6
1998,2020-03-08,Nunavut,Retail & recreation,-47.23
1999,2020-03-13,Nunavut,Retail & recreation,-0.01
2000,2020-03-18,Nunavut,Retail & recreation,-14.16
2001,2020-03-20,Nunavut,Retail & recreation,-17.47
2002,2020-03-23,Nunavut,Retail & recreation,-30.01
2003,2020-03-25,Nunavut,Retail & recreation,-31.72
2004,2020-03-27,Nunavut,Retail & recreation,-34.93
2005,2020-03-29,Nunavut,Retail & recreation,-47.23
2006,2020-02-18,Nunavut,Workplace,-3.75
2007,2020-02-20,Nunavut,Workplace,1.26
2008,2020-02-24,Nunavut,Workplace,3.65
2009,2020-02-26,Nunavut,Workplace,4.93
2010,2020-02-28,Nunavut,Workplace,3.65
2011,2020-03-03,Nunavut,Workplace,6.25
2012,2020-03-05,Nunavut,Workplace,7.59
2013,2020-03-09,Nunavut,Workplace,-13.41
2014,2020-03-11,Nunavut,Workplace,7.4
2015,2020-03-13,Nunavut,Workplace,2.44
2016,2020-03-17,Nunavut,Workplace,-10.0
2017,2020-03-19,Nunavut,Workplace,-20.26
2018,2020-03-21,Nunavut,Workplace,-18.61
2019,2020-03-24,Nunavut,Workplace,-35.0
2020,2020-03-26,Nunavut,Workplace,-37.97
2021,2020-03-28,Nunavut,Workplace,-34.89
2022,2020-02-16,Ontario,Retail & recreation,15.56
2023,2020-02-18,Ontario,Retail & recreation,-1.31
2024,2020-02-20,Ontario,Retail & recreation,3.56
2025,2020-02-22,Ontario,Retail & recreation,8.42
2026,2020-02-24,Ontario,Retail & recreation,2.16
2027,2020-02-26,Ontario,Retail & recreation,-8.37
2028,2020-02-28,Ontario,Retail & recreation,-5.5
2029,2020-03-01,Ontario,Retail & recreation,11.3
2030,2020-03-03,Ontario,Retail & recreation,0.54
2031,2020-03-05,Ontario,Retail & recreation,5.7
2032,2020-03-07,Ontario,Retail & recreation,9.69
2033,2020-03-09,Ontario,Retail & recreation,3.96
2034,2020-03-11,Ontario,Retail & recreation,2.87
2035,2020-03-13,Ontario,Retail & recreation,-2.59
2036,2020-03-15,Ontario,Retail & recreation,-10.25
2037,2020-03-17,Ontario,Retail & recreation,-29.31
2038,2020-03-19,Ontario,Retail & recreation,-37.84
2039,2020-03-21,Ontario,Retail & recreation,-48.47
2040,2020-03-23,Ontario,Retail & recreation,-46.69
2041,2020-03-25,Ontario,Retail & recreation,-54.45
2042,2020-03-27,Ontario,Retail & recreation,-54.33
2043,2020-03-29,Ontario,Retail & recreation,-58.68
2044,2020-02-17,Ontario,Grocery & pharmacy,-37.16
2045,2020-02-19,Ontario,Grocery & pharmacy,3.69
2046,2020-02-21,Ontario,Grocery & pharmacy,-2.82
2047,2020-03-28,Yukon,Workplace,-31.11
2048,2020-02-18,Ontario,Grocery & pharmacy,12.17
2049,2020-02-20,Ontario,Grocery & pharmacy,3.8
2050,2020-02-22,Ontario,Grocery & pharmacy,6.11
2051,2020-02-24,Ontario,Grocery & pharmacy,2.1
2052,2020-02-26,Ontario,Grocery & pharmacy,-5.14
2053,2020-02-28,Ontario,Grocery & pharmacy,-4.22
2054,2020-03-01,Ontario,Grocery & pharmacy,9.84
2055,2020-03-03,Ontario,Grocery & pharmacy,3.1
2056,2020-03-05,Ontario,Grocery & pharmacy,6.0
2057,2020-03-07,Ontario,Grocery & pharmacy,8.54
2058,2020-03-09,Ontario,Grocery & pharmacy,5.12
2059,2020-03-11,Ontario,Grocery & pharmacy,7.43
2060,2020-03-13,Ontario,Grocery & pharmacy,40.91
2061,2020-03-15,Ontario,Grocery & pharmacy,14.05
2062,2020-03-17,Ontario,Grocery & pharmacy,14.91
2063,2020-03-19,Ontario,Grocery & pharmacy,2.05
2064,2020-03-21,Ontario,Grocery & pharmacy,-12.24
2065,2020-03-23,Ontario,Grocery & pharmacy,-12.88
2066,2020-03-25,Ontario,Grocery & pharmacy,-22.9
2067,2020-03-27,Ontario,Grocery & pharmacy,-20.56
2068,2020-03-29,Ontario,Grocery & pharmacy,-33.3
2069,2020-02-17,Ontario,Parks,69.5
2070,2020-02-19,Ontario,Parks,-4.28
2071,2020-02-21,Ontario,Parks,10.83
2072,2020-02-23,Ontario,Parks,53.19
2073,2020-02-25,Ontario,Parks,2.37
2074,2020-02-27,Ontario,Parks,-16.8
2075,2020-02-29,Ontario,Parks,8.94
2076,2020-03-02,Ontario,Parks,0.19
2077,2020-03-04,Ontario,Parks,1.45
2078,2020-03-06,Ontario,Parks,-3.65
2079,2020-03-08,Ontario,Parks,85.67
2080,2020-03-10,Ontario,Parks,-1.94
2081,2020-03-12,Ontario,Parks,9.32
2082,2020-03-14,Ontario,Parks,4.72
2083,2020-03-16,Ontario,Parks,10.49
2084,2020-03-18,Ontario,Parks,0.79
2085,2020-03-20,Ontario,Parks,-15.4
2086,2020-03-22,Ontario,Parks,6.15
2087,2020-03-24,Ontario,Parks,-6.03
2088,2020-03-26,Ontario,Parks,-10.15
2089,2020-03-28,Ontario,Parks,-31.4
2090,2020-02-16,Ontario,Transit stations,4.88
2091,2020-02-18,Ontario,Transit stations,1.8
2092,2020-02-20,Ontario,Transit stations,-0.19
2093,2020-02-22,Ontario,Transit stations,10.54
2094,2020-02-24,Ontario,Transit stations,-1.72
2095,2020-02-26,Ontario,Transit stations,-6.05
2096,2020-02-28,Ontario,Transit stations,-1.13
2097,2020-03-01,Ontario,Transit stations,4.33
2098,2020-03-03,Ontario,Transit stations,0.45
2099,2020-03-05,Ontario,Transit stations,2.05
2100,2020-03-07,Ontario,Transit stations,7.59
2101,2020-03-09,Ontario,Transit stations,-3.34
2102,2020-03-11,Ontario,Transit stations,-4.97
2103,2020-03-13,Ontario,Transit stations,-15.65
2104,2020-03-15,Ontario,Transit stations,-21.56
2105,2020-03-17,Ontario,Transit stations,-46.29
2106,2020-03-19,Ontario,Transit stations,-53.68
2107,2020-03-21,Ontario,Transit stations,-49.16
2108,2020-03-23,Ontario,Transit stations,-65.57
2109,2020-03-25,Ontario,Transit stations,-67.09
2110,2020-03-27,Ontario,Transit stations,-66.87
2111,2020-03-29,Ontario,Transit stations,-66.34
2112,2020-02-17,Ontario,Workplace,-72.37
2113,2020-02-19,Ontario,Workplace,1.0
2114,2020-02-21,Ontario,Workplace,-6.68
2115,2020-02-23,Ontario,Workplace,4.72
2116,2020-02-25,Ontario,Workplace,3.2
2117,2020-02-27,Ontario,Workplace,-7.83
2118,2020-02-29,Ontario,Workplace,7.9
2119,2020-03-02,Ontario,Workplace,3.8
2120,2020-03-04,Ontario,Workplace,3.52
2121,2020-03-06,Ontario,Workplace,3.08
2122,2020-03-08,Ontario,Workplace,4.74
2123,2020-03-10,Ontario,Workplace,2.81
2124,2020-03-12,Ontario,Workplace,1.22
2125,2020-03-14,Ontario,Workplace,0.42
2126,2020-03-16,Ontario,Workplace,-30.56
2127,2020-03-18,Ontario,Workplace,-44.28
2128,2020-03-20,Ontario,Workplace,-49.35
2129,2020-03-22,Ontario,Workplace,-37.52
2130,2020-03-24,Ontario,Workplace,-56.87
2131,2020-03-26,Ontario,Workplace,-61.48
2132,2020-03-28,Ontario,Workplace,-46.04
2133,2020-02-16,Ontario,Residential,-2.31
2134,2020-02-18,Ontario,Residential,0.66
2135,2020-02-20,Ontario,Residential,-0.03
2136,2020-02-22,Ontario,Residential,-1.82
2137,2020-02-24,Ontario,Residential,0.19
2138,2020-02-26,Ontario,Residential,2.86
2139,2020-02-28,Ontario,Residential,2.19
2140,2020-03-01,Ontario,Residential,-0.72
2141,2020-03-03,Ontario,Residential,-0.11
